seed,result,tides_completed,final_weave,max_weave,invaders_killed,natives_killed,heart_damage_events,peak_corruption,total_corruption_at_end,total_presence_at_end,sacrifices,total_fear_generated,export_string
42,Weathered,6,14,20,21,0,3,0,0,8,0,47,"SEED:42|0:PlayTop:root_009:-|1:SelectTarget:-:M1|2:PlayTop:root_002:-|3:SelectTarget:-:A1|4:PlayBottom:root_005:-|5:SelectTarget:-:A1|6:PlayTop:root_008:-|7:PlayTop:root_019:-|8:PlayBottom:root_025:-|9:SelectTarget:-:A2|10:PlayTop:root_004:-|11:PlayTop:root_014:-|12:PlayBottom:root_006:-|13:SelectTarget:-:A1|14:Rest:-:A1|15:PlayTop:root_019:-|16:PlayTop:root_003:-|17:PlayBottom:root_009:-|18:SelectTarget:-:A1|19:PlayTop:root_004:-|20:PlayTop:root_005:-|21:PlayBottom:root_001:-|22:SelectTarget:-:A1|23:PlayTop:root_014:-|24:PlayTop:root_007:-|25:PlayBottom:root_008:-|26:PlayTop:root_025:-|27:PlayTop:root_002:-|28:SkipPhase:-:-|29:PlayTop:root_006:-|30:SkipPhase:-:-"
43,Weathered,6,20,20,22,0,0,0,0,9,0,50,"SEED:43|0:PlayTop:root_009:-|1:SelectTarget:-:M1|2:PlayTop:root_005:-|3:PlayBottom:root_014:-|4:PlayTop:root_025:-|5:SelectTarget:-:A1|6:PlayTop:root_003:-|7:PlayBottom:root_002:-|8:SelectTarget:-:A3|9:PlayTop:root_008:-|10:PlayTop:root_004:-|11:PlayBottom:root_006:-|12:SelectTarget:-:A1|13:Rest:-:A1|14:PlayTop:root_019:-|15:PlayTop:root_025:-|16:SelectTarget:-:I1|17:PlayBottom:root_014:-|18:PlayTop:root_008:-|19:PlayTop:root_007:-|20:PlayBottom:root_002:-|21:SelectTarget:-:A2|22:PlayTop:root_004:-|23:PlayTop:root_005:-|24:PlayBottom:root_006:-|25:SelectTarget:-:A3|26:PlayTop:root_001:-|27:PlayTop:root_003:-|28:SkipPhase:-:-|29:PlayTop:root_009:-|30:SkipPhase:-:-"
44,Clean,6,20,20,23,0,0,8,0,9,0,64,"SEED:44|0:PlayTop:root_009:-|1:SelectTarget:-:M1|2:PlayTop:root_006:-|3:SelectTarget:-:A1|4:PlayBottom:root_014:-|5:PlayTop:root_019:-|6:PlayTop:root_008:-|7:PlayBottom:root_004:-|8:PlayTop:root_025:-|9:SelectTarget:-:A3|10:PlayTop:root_005:-|11:PlayBottom:root_001:-|12:SelectTarget:-:A3|13:Rest:-:A1|14:PlayTop:root_003:-|15:PlayTop:root_019:-|16:PlayBottom:root_002:-|17:SelectTarget:-:A2|18:PlayTop:root_005:-|19:PlayTop:root_007:-|20:PlayBottom:root_009:-|21:SelectTarget:-:M1|22:PlayTop:root_025:-|23:SelectTarget:-:A1|24:PlayTop:root_014:-|25:PlayBottom:root_006:-|26:SelectTarget:-:A3|27:PlayTop:root_008:-|28:PlayTop:root_004:-|29:SkipPhase:-:-|30:PlayTop:root_001:-|31:SkipPhase:-:-"
45,Clean,6,20,20,23,0,0,7,0,10,0,48,"SEED:45|0:PlayTop:root_002:-|1:SelectTarget:-:M1|2:PlayTop:root_019:-|3:PlayBottom:root_005:-|4:SelectTarget:-:A1|5:PlayTop:root_014:-|6:PlayTop:root_003:-|7:PlayBottom:root_006:-|8:SelectTarget:-:A3|9:PlayTop:root_004:-|10:PlayTop:root_008:-|11:PlayBottom:root_025:-|12:SelectTarget:-:A1|13:Rest:-:A1|14:PlayTop:root_001:-|15:SelectTarget:-:A1|16:PlayTop:root_007:-|17:PlayBottom:root_009:-|18:SelectTarget:-:A1|19:PlayTop:root_004:-|20:PlayTop:root_019:-|21:PlayBottom:root_002:-|22:SelectTarget:-:A2|23:PlayTop:root_005:-|24:PlayTop:root_014:-|25:PlayBottom:root_003:-|26:PlayTop:root_006:-|27:SkipPhase:-:-|28:SkipPhase:-:-"
46,Clean,6,18,20,23,0,2,0,0,9,0,44,"SEED:46|0:PlayTop:root_004:-|1:PlayTop:root_019:-|2:PlayBottom:root_025:-|3:SelectTarget:-:A2|4:PlayTop:root_006:-|5:SelectTarget:-:A1|6:PlayTop:root_008:-|7:PlayBottom:root_009:-|8:SelectTarget:-:A1|9:PlayTop:root_005:-|10:PlayTop:root_014:-|11:PlayBottom:root_003:-|12:Rest:-:A1|13:PlayTop:root_019:-|14:PlayTop:root_005:-|15:PlayBottom:root_002:-|16:SelectTarget:-:A2|17:PlayTop:root_004:-|18:PlayTop:root_014:-|19:PlayBottom:root_001:-|20:SelectTarget:-:A1|21:PlayTop:root_008:-|22:PlayTop:root_025:-|23:SelectTarget:-:M1|24:PlayBottom:root_009:-|25:SelectTarget:-:A1|26:PlayTop:root_007:-|27:PlayTop:root_003:-|28:SkipPhase:-:-|29:PlayTop:root_006:-|30:SkipPhase:-:-"
47,Weathered,6,20,20,22,0,0,0,0,8,0,51,"SEED:47|0:PlayTop:root_006:-|1:SelectTarget:-:M1|2:PlayTop:root_004:-|3:PlayBottom:root_014:-|4:PlayTop:root_019:-|5:PlayTop:root_005:-|6:PlayBottom:root_009:-|7:SelectTarget:-:A3|8:PlayTop:root_008:-|9:PlayTop:root_007:-|10:PlayBottom:root_002:-|11:SelectTarget:-:M2|12:Rest:-:A1|13:PlayTop:root_025:-|14:SelectTarget:-:I1|15:PlayTop:root_001:-|16:SelectTarget:-:A1|17:PlayBottom:root_003:-|18:PlayTop:root_019:-|19:PlayTop:root_005:-|20:PlayBottom:root_014:-|21:PlayTop:root_008:-|22:PlayTop:root_004:-|23:PlayBottom:root_009:-|24:SelectTarget:-:M1|25:PlayTop:root_002:-|26:PlayTop:root_007:-|27:SkipPhase:-:-|28:PlayTop:root_006:-|29:SkipPhase:-:-"
48,Clean,6,20,20,23,0,0,7,0,11,0,48,"SEED:48|0:PlayTop:root_009:-|1:SelectTarget:-:M1|2:PlayTop:root_019:-|3:PlayBottom:root_025:-|4:SelectTarget:-:A1|5:PlayTop:root_004:-|6:PlayTop:root_008:-|7:PlayBottom:root_014:-|8:PlayTop:root_005:-|9:PlayTop:root_003:-|10:PlayBottom:root_006:-|11:SelectTarget:-:M2|12:Rest:-:A1|13:PlayTop:root_019:-|14:PlayTop:root_007:-|15:PlayBottom:root_009:-|16:SelectTarget:-:I1|17:PlayTop:root_025:-|18:SelectTarget:-:A1|19:PlayTop:root_002:-|20:SelectTarget:-:A2|21:PlayBottom:root_001:-|22:SelectTarget:-:A1|23:PlayTop:root_005:-|24:PlayTop:root_003:-|25:PlayTop:root_004:-|26:SkipPhase:-:-|27:SkipPhase:-:-"
49,Clean,6,13,20,23,4,2,4,0,11,0,45,"SEED:49|0:PlayTop:root_004:-|1:PlayTop:root_014:-|2:PlayBottom:root_025:-|3:SelectTarget:-:A1|4:PlayTop:root_006:-|5:SelectTarget:-:A1|6:PlayTop:root_008:-|7:PlayBottom:root_009:-|8:SelectTarget:-:A2|9:PlayTop:root_005:-|10:PlayTop:root_019:-|11:PlayBottom:root_002:-|12:SelectTarget:-:A3|13:Rest:-:A1|14:PlayTop:root_025:-|15:SelectTarget:-:A2|16:PlayTop:root_014:-|17:PlayBottom:root_003:-|18:PlayTop:root_004:-|19:PlayTop:root_001:-|20:SelectTarget:-:A1|21:PlayBottom:root_006:-|22:SelectTarget:-:A2|23:PlayTop:root_008:-|24:PlayTop:root_005:-|25:PlayBottom:root_009:-|26:SelectTarget:-:M1|27:PlayTop:root_019:-|28:PlayTop:root_007:-|29:SkipPhase:-:-|30:PlayTop:root_002:-|31:SkipPhase:-:-"
50,Weathered,6,16,20,22,4,1,6,0,9,0,42,"SEED:50|0:PlayTop:root_006:-|1:SelectTarget:-:M1|2:PlayTop:root_008:-|3:PlayBottom:root_014:-|4:PlayTop:root_025:-|5:SelectTarget:-:A2|6:PlayTop:root_003:-|7:PlayBottom:root_009:-|8:SelectTarget:-:A1|9:PlayTop:root_005:-|10:PlayTop:root_004:-|11:PlayBottom:root_002:-|12:SelectTarget:-:M2|13:Rest:-:A1|14:PlayTop:root_019:-|15:PlayTop:root_025:-|16:SelectTarget:-:I1|17:PlayBottom:root_007:-|18:PlayTop:root_001:-|19:SelectTarget:-:A1|20:PlayTop:root_003:-|21:PlayTop:root_008:-|22:PlayTop:root_005:-|23:PlayBottom:root_009:-|24:SelectTarget:-:M1|25:PlayTop:root_004:-|26:PlayTop:root_014:-|27:SkipPhase:-:-|28:PlayTop:root_002:-|29:PlayTop:root_006:-|30:SkipPhase:-:-"
51,Clean,6,20,20,23,0,0,0,0,9,0,47,"SEED:51|0:PlayTop:root_009:-|1:SelectTarget:-:M1|2:PlayTop:root_002:-|3:SelectTarget:-:A1|4:PlayBottom:root_005:-|5:SelectTarget:-:A1|6:PlayTop:root_019:-|7:PlayTop:root_004:-|8:PlayBottom:root_025:-|9:SelectTarget:-:A2|10:PlayTop:root_008:-|11:PlayTop:root_014:-|12:PlayBottom:root_006:-|13:SelectTarget:-:A1|14:Rest:-:A1|15:PlayTop:root_005:-|16:PlayTop:root_025:-|17:SelectTarget:-:I1|18:PlayBottom:root_001:-|19:SelectTarget:-:A1|20:PlayTop:root_004:-|21:PlayTop:root_019:-|22:PlayBottom:root_002:-|23:SelectTarget:-:A2|24:PlayTop:root_014:-|25:PlayTop:root_007:-|26:PlayBottom:root_009:-|27:SelectTarget:-:A1|28:PlayTop:root_003:-|29:PlayTop:root_008:-|30:SkipPhase:-:-|31:PlayTop:root_006:-|32:SkipPhase:-:-"
